,id,title,genres,keywords,overview,director,cast,release_date,production_companies,runtime,popularity,budget,revenue,vote_average,vote_count,poster_path
335,489,Good Will Hunting,['Drama'],"['baseball', 'boston', 'professor', 'm.i.t.', 'harvard university', 'ambition', 'mathematics', 'genius', 'love', 'friends', 'janitor', 'irish', 'psychologist', 'university', 'courtroom', 'flashback', 'prodigy']","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",['Gus Van Sant'],"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick']",1997-12-05,"['Miramax Films', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",126.0,15.064833,10000000,225933435.0,7.9,2880.0,/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg
336,8197,Midnight in the Garden of Good and Evil,"['Crime', 'Drama', 'Mystery', 'Thriller']","['drag queen', 'voodoo', 'savannah']","A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",['Clint Eastwood'],"['John Cusack', 'Kevin Spacey', 'Jude Law', 'Alison Eastwood', 'Jack Thompson', 'Irma P. Hall', 'Paul Hipp', 'Lady Chablis', 'Kim Hunter', 'Geoffrey Lewis', 'Leon Rippy', 'Gary Anthony Williams', ""Michael O'Hagan"", 'Bob Gunton', 'Patrika Darbo', 'Anne Haney', 'Charles Black']",1997-11-21,"['Warner Bros.', 'Malpaso Company']",155.0,5.145907,35000000,25105255.0,6.3,161.0,/aBnUxDAqULcUasM5cZiMy0970ZU.jpg
337,6283,MouseHunt,"['Comedy', 'Family']","['brother brother relationship', 'loss of father', 'mouse', 'house', 'inheritance']","Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of it's single, stubborn occupant: a tiny and tenacious mouse.",['Gore Verbinski'],"['Nathan Lane', 'Lee Evans', 'Vicki Lewis', 'Maury Chaykin', 'Eric Christmas', 'Michael Jeter', 'Debra Christofferson', 'Camilla Søeberg', 'Ian Abercrombie', 'Annabelle Gurwitch', 'Eric Poppick', 'Ernie Sabella', 'William Hickey', 'Christopher Walken', 'Cliff Emmich', 'Melanie MacQueen', 'Brianna Shebby', 'Danielle Shebb', 'Leslie Upson', 'Mario Cantone', 'Peter Anthony Rocca', 'Steve Bean', 'Suzanne Krull', 'William Frankfather']",1997-12-19,['DreamWorks'],98.0,6.456233,38000000,122417389.0,6.2,297.0,/6GnKDTplmmHaqRWLv7LHpLSDOBC.jpg
338,4233,Scream 2,"['Horror', 'Mystery']","['film festivals', 'slaughter', 'slasher']","Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",['Wes Craven'],"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Sarah Michelle Gellar', 'Jamie Kennedy', 'Laurie Metcalf', 'Elise Neal', ""Jerry O'Connell"", 'Timothy Olyphant', 'Jada Pinkett Smith', 'Liev Schreiber', 'Lewis Arquette', 'Duane Martin', 'Rebecca Gayheart', 'Portia de Rossi', 'Heather Graham', 'Roger L. Jackson', 'Joshua Jackson', 'Marisol Nichols', 'Tori Spelling', 'Luke Wilson', 'David Warner', 'Omar Epps', 'Selma Blair', 'Paulette Patterson', 'Rasila Schroeder', 'Peter Deming', 'Molly Gross', 'Rebecca McFarland', 'Kevin Williamson', 'Sandy Heddings', 'Dave Allen Clark', 'Joe Washington', 'Angie Dillard', 'John Patrick']",1997-12-09,"['Miramax Films', 'Konrad Pictures', 'Maven Entertainment', 'Dimension Films']",120.0,11.264845,24000000,172363301.0,6.1,856.0,/c5AyWNWooMGkJXlqLwmPQCjUwHt.jpg
339,597,Titanic,"['Drama', 'Romance', 'Thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster', 'tragic love', 'class differences', 'imax', 'star crossed lovers', 'steerage', 'salvage', 'rich snob', '3d', '1910s']","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",['James Cameron'],"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher', 'Billy Zane', 'Kathy Bates', 'Gloria Stuart', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber', 'Jonathan Hyde', 'Suzy Amis', 'Lewis Abernathy', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Bernard Fox', 'Ewan Stewart', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Ron Donachie']",1997-11-18,"['Paramount Pictures', 'Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",194.0,26.88907,200000000,1845034188.0,7.5,7770.0,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg
340,714,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']","['london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany']",A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,['Roger Spottiswoode'],"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher', 'Ricky Jay', 'Götz Otto', 'Joe Don Baker', 'Vincent Schiavelli', 'Judi Dench', 'Desmond Llewelyn', 'Samantha Bond', 'Colin Salmon', 'Geoffrey Palmer', 'Julian Fellowes', 'Terence Rigby', 'Nina Young', 'Daphne Deckers', 'Colin Stinton', 'Al Matthews', 'Cecilie Thomsen', 'Mark Spalding', 'Bruce Alexander', 'Anthony Green', 'Christopher Bowen', 'Andrew Hawkins', 'Dominic Shaun', 'Julian Rhind-Tutt', 'Gerard Butler', 'Michael Byrne', 'Pip Torrens', 'Hugh Bonneville', 'Jason Watkins', 'Brendan Coyle', 'Nadia Cameron-Blakey']",1997-12-11,['Eon Productions'],119.0,17.159576,110000000,333011068.0,6.0,941.0,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg
341,547,The Horse Whisperer,"['Drama', 'Romance']","['love triangle', 'new york', 'montana', 'attachment to nature', 'confidence', 'horseback riding', 'horse', 'riding accident', 'career woman', 'ranch', 'horse whisperer', 'trauma', 'country life', 'marriage crisis', 'crisis', 'travel', 'mother daughter relationship', 'animal', 'nature']","Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing.",['Robert Redford'],"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Scarlett Johansson', 'Dianne Wiest', 'Chris Cooper', 'Cherry Jones', 'Ty Hillman', 'Kate Bosworth', 'Austin Schwarz', 'Dustin Schwarz', 'Jeanette Nolan', 'Steve Frye', 'Don Edwards', 'Jessalyn Gilsig', ""William 'Buddy' Byrd"", 'John Hogarty', 'Michel Lalonde', 'C.J. Byrnes', 'Allison Moorer', 'Gloria Lynne Henry']",1998-05-14,"['Wildwood Enterprises', 'Touchstone Pictures']",170.0,7.685548,60000000,186883563.0,6.7,296.0,/nT4p5iDOxcnEa2QD0Kp3907WeuA.jpg
342,184,Jackie Brown,"['Comedy', 'Crime', 'Romance']","['airport', 'underworld', 'arms deal', 'weapon', 'police', 'drug']","Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",['Quentin Tarantino'],"['Pam Grier', 'Samuel L. Jackson', 'Robert Forster', 'Bridget Fonda', 'Michael Keaton', 'Robert De Niro', 'Michael Bowen', 'Chris Tucker', 'Lisa Gay Hamilton', 'Tom Lister Jr.', 'Sid Haig', 'Aimee Graham', 'Tangie Ambrose', ""T'Keyah Crystal Keymah"", 'Vanessia Valentino', 'Diana Uribe', 'Elizabeth McInerney', 'Colleen Mayne', 'Laura Lovelace', 'Christine Lydon', 'Julia Ervin', 'Juliet Long', 'Michelle Berube', 'Candice Briese', 'Gary Mann', 'Jeffrey Deedrick', 'Roy Nesvold', 'Herbert Hans Wilmsen', 'Hattie Winston', 'Mary Ann Schmidt', 'Glendon Rich', 'Ellis E. Williams']",1997-12-24,['Miramax Films'],154.0,16.415498,12000000,39673162.0,7.3,1580.0,/4XVPYOdMAizdNMSwS0SK3fPJcvR.jpg
343,115,The Big Lebowski,"['Comedy', 'Crime']","['white russian', 'dude', 'bowling', 'vietnam veteran', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'weeds']","Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",['Joel Coen'],"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'Philip Seymour Hoffman', 'David Huddleston', 'John Turturro', 'Tara Reid', 'Sam Elliott', 'Ben Gazzara', 'Peter Stormare', 'Torsten Voges', 'Flea', 'Aimee Mann', 'Philip Moon', 'Mark Pellegrino', 'Jimmie Dale Gilmore', 'Jack Kehler', 'James G. Hoosier', 'David Thewlis', 'Jon Polito', 'Carlos Leon', 'Richard Gant', 'Christian Clemenson', 'Dom Irrera', 'Lu Elrod', 'Mike Gomez', 'Peter Siragusa', 'Marshall Manesh', 'Harry Bugin', 'Irene Olga López', 'Luis Colina', 'Leon Russom', 'Ajgie Kirkland', 'Jerry Haleva']",1998-03-06,"['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']",117.0,15.952524,15000000,46189568.0,7.8,3001.0,/qiE3ovg9TPylHReZjizQ40LsKZV.jpg
344,586,Wag the Dog,"['Comedy', 'Drama']","['washington d.c.', 'rape', 'cia', 'usa president', 'war veteran', 'staging', 'film maker', 'albania', 'sex scandal', 'senator', 'presidential election', 'gulf war', 'media adviser', 'manipulation of the media', 'election campaign', 'government', 'war', 'soldier', 'extramarital affair']","During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",['Barry Levinson'],"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Jim Belushi', 'Denis Leary', 'Willie Nelson', 'Andrea Martin', 'Kirsten Dunst', 'William H. Macy', 'John Michael Higgins', 'Suzie Plakson', 'Michael Belson', 'Suzanne Cryer', 'Jason Cottle', 'Jenna Byrne']",1997-12-25,"['New Line Cinema', 'Tribeca Productions', 'Baltimore Pictures']",97.0,7.603652,15000000,64256513.0,6.7,273.0,/sTsMrXrTya8KpFm8lgtlQR12X7Z.jpg
345,2666,Dark City,"['Mystery', 'Science Fiction']","['soul', 'sleep', 'manipulation', 'future', 'dystopia', 'chaos', 'memory', 'duel', 'parallel world', 'tech noir', 'matrix', 'neo-noir', 'retrofuturism']","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",['Alex Proyas'],"['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien"", 'Ian Richardson', 'Bruce Spence', 'Colin Friels', 'John Bluthal', 'Mitchell Butel', 'Melissa George', 'Frank Gallacher', 'Ritchie Singer', 'Justin Monjo', 'Nicholas Bell', 'Satya Gumbert', 'Noah Gumbert', 'Frederick Miragliotta', 'Jeanette Cronin']",1998-02-27,"['New Line Cinema', 'Mystery Clock Cinema']",100.0,12.851984,27000000,27200316.0,7.2,838.0,/yR7rapBFxBoBT0vkZQIXhLBr726.jpg
346,6116,Spice World,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']","['pop', 'pop culture', 'pop star']","The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",['Bob Spiers'],"['Victoria Beckham', 'Melanie Brown', 'Emma Bunton', 'Melanie Chisholm', 'Geri Halliwell', 'Kevin Allen', 'Devon Anderson', 'Michael Barrymore', 'Simon Chandler', 'Elvis Costello', 'Bob Geldof', 'Bob Hoskins', 'Elton John', 'Hugh Laurie', 'Meat Loaf', 'Roger Moore', 'Alan Cumming', 'Richard E. Grant', 'Richard Briers', 'Jason Flemyng', 'Stephen Fry', 'Barry Humphries', 'Mark McKinney', 'Kevin McNally', 'Naoko Mori', ""Richard O'Brien"", ""Steven O'Donnell"", 'Bill Paterson', 'Jonathan Ross', 'Claire Rushbrook', 'Jennifer Saunders', 'Simon Shepherd', 'Denise Stephenson', 'Perdita Weeks', 'George Wendt']",1997-12-19,['Columbia Pictures Corporation'],93.0,4.257516,25000000,100000000.0,4.7,124.0,/vcFop91huEWlGh8c1qoehfTZ8OJ.jpg
347,2898,As Good as It Gets,"['Comedy', 'Romance']","['single parent', 'waitress', 'lone wolf', 'friendship', 'neighbor', 'author', 'cowardliness', 'writer', 'dog', 'rude', 'obnoxious', 'unlikely friendship', 'noodle salad']","New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",['James L. Brooks'],"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.', 'Skeet Ulrich', 'Shirley Knight', 'Yeardley Smith', 'Lupe Ontiveros', 'Lawrence Kasdan', 'Harold Ramis', 'Kathryn Morris', 'Alison Rose', 'Maya Rudolph', 'Julie Benz', 'Jimmy Workman', 'Jamie Kennedy', 'Brian Doyle-Murray', 'Peter Jacobson', 'Jesse James', 'Randall Batinkoff', 'Linda Gehringer', 'Kaitlin Hopkins', 'Danielle Spencer', 'Lisa Edelstein', 'Danielle Brisebois', 'Todd Solondz', 'Matt Malloy', 'Tom McGowan', 'Bibi Osterwald', 'Ross Bleckner', 'Bernadette Balagtas', 'Jaffe Cohen', 'Laurie Kilpatrick', 'Alice Vaughn', 'Shane Black']",1997-12-19,"['Gracie Films', 'TriStar Pictures']",139.0,9.374049,50000000,314178011.0,7.2,946.0,/q2645aW8vgg1g7RL5lil6K93yaA.jpg
348,617,Wild Things,['Thriller'],"['upper class', 'poison', 'sailboat', 'rape', 'sexual abuse', 'florida', 'eroticism', 'blackmail', 'lolita', 'cheerleader', 'court case', 'planned murder', 'sailing', 'pretended murder', 'seduction', 'bisexuality', 'alligator', 'crocodile', 'everglades', 'heart-throb', 'white trash', 'menage a trois', 'intellectually gifted', 'harpoon', 'van', 'plan', 'court', 'single', 'millionaire', 'extramarital affair', 'duringcreditsstinger']","When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...",['John McNaughton'],"['Matt Dillon', 'Kevin Bacon', 'Denise Richards', 'Neve Campbell', 'Theresa Russell', 'Bill Murray', 'Robert Wagner', 'Daphne Rubin-Vega', 'Jeff Perry', 'Eduardo Yáñez', 'Jennifer Taylor', 'Cory Pendergast', 'Marc Macaulay', 'Toi Svane Stepp', 'Dennis Neal', 'Diane Adams', 'Paulo Benedeti', 'Victoria Bass', 'Ted Bartsch', 'Leonor Anthony', 'Antoni Corone', 'Robert Deacon', 'Anthony Giaimo', 'Manny Suarez', 'Janet Bushor', 'Gina LaMarca', 'Nancy Duerr', 'Margo Peace', 'Keith Wilson', 'Nelson Oramas', 'Michael Dean Walker', 'Jesse Muson', 'Kimberly Lamaze', 'Rebecca White']",1998-03-20,['Mandalay Entertainment'],108.0,13.924623,20000000,67200000.0,6.3,454.0,/dI9iYo1cL81yzJkBVyNGipjSvy0.jpg
349,2157,Lost in Space,"['Adventure', 'Family', 'Science Fiction']","['time travel', 'sabotage', 'deep space explorer']","The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",['Stephen Hopkins'],"['Gary Oldman', 'William Hurt', 'Matt LeBlanc', 'Mimi Rogers', 'Heather Graham', 'Lacey Chabert', 'Jack Johnson', 'Jared Harris', 'Mark Goddard', 'Lennie James', 'Marta Kristen', 'June Lockhart', 'Adam Sims', 'Angela Cartwright', 'John Sharian', 'Abigail Canton', 'Richard Saperstein', 'Dick Tufeld', 'Gary A. Hecker', 'Edward Fox']",1998-04-03,"['New Line Cinema', 'Irwin Allen Productions', 'Prelude Pictures', 'Saltire Entertainment']",130.0,12.000579,80000000,136159423.0,5.0,395.0,/kkBDPkUnYwAkWbYY2bnyf5ANObA.jpg
350,8838,Mercury Rising,"['Action', 'Crime', 'Drama', 'Thriller']","['assassin', 'loss of family', 'autism', 'fbi', 'bangkok', 'national security agency (nsa)', 'boy', 'child in peril', 'fbi agent']","Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",['Harold Becker'],"['Bruce Willis', 'Alec Baldwin', 'Miko Hughes', 'Chi McBride', 'Kim Dickens', 'Robert Stanton', 'Bodhi Elfman', 'Carrie Preston', 'Lindsey Ginter', 'Peter Stormare', 'Kevin Conway', 'John Carroll Lynch', 'Kelley Hazen', 'John Doman', 'Richard Riehle', 'Chad Lindberg', 'Hank Harris', 'Camryn Manheim', 'Jack Conley', 'Maricela Ochoa', 'Peter Fontana', 'Kirk B.R. Woller', 'James MacDonald', 'Gwen McGee', 'Ned Schmidtke']",1998-04-03,"['Imagine Entertainment', 'Universal Pictures']",111.0,6.644644,60000000,0.0,6.0,374.0,/2vEQLyrH0uKgjvLzYmYc9coNrgI.jpg
351,795,City of Angels,"['Drama', 'Fantasy', 'Romance']","['suicide', 'angel', 'life and death', 'desperation', 'operation', 'heaven', 'faith', 'afterlife', 'los angeles', 'interspecies romance']","When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",['Brad Silberling'],"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz', 'Colm Feore', 'Robin Bartlett', 'Joanna Merlin', 'Sarah Dampf', 'Rhonda Dotson', 'Nigel Gibbs', 'John Putch', 'Lauri Johnson', 'Christian Aubert', 'Jay Patterson', 'Shishir Kurup', 'Brian Markinson']",1998-04-10,"['Atlas Entertainment', 'Regency Enterprises', 'Monarchy Enterprises B.V.', 'Warner Bros.', 'Taurus Film']",114.0,8.228219,55000000,198685114.0,6.5,537.0,/dMvup91Svpns2SfCtZ4jiSFiouV.jpg
352,4415,Les Misérables,"['Crime', 'Drama', 'History', 'Romance']","['falsely accused', 'prisoner', 'blackmail', 'french revolution', 'motherly love']","Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",['Bille August'],"['Liam Neeson', 'Geoffrey Rush', 'Uma Thurman', 'Claire Danes', 'Hans Matheson', 'Peter Vaughan', 'Jon Kenny', 'Gillian Hanna', 'Sylvie Koblížková', 'Mimi Newman', 'Ian Cregg', 'Shane Hervey', 'Lennie James', 'Julian Rhind-Tutt', 'Kelly Hunter']",1998-05-01,['Columbia Pictures'],134.0,12.238488,0,14096321.0,7.1,157.0,/2Nhy47o7G0gxu5YW4QF6gJHU3Sq.jpg
353,8656,Deep Impact,"['Action', 'Drama', 'Romance']","['usa president', 'nasa', 'metereologist', 'space mission', 'comet', 'natural disaster', 'tsunami', 'astronomer', 'astronaut', 'woman director', 'disaster movie']","A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",['Mimi Leder'],"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Vanessa Redgrave', 'Morgan Freeman', 'Maximilian Schell', 'Leelee Sobieski', 'James Cromwell', 'Jon Favreau', 'Laura Innes', 'Mary McCormack', 'Richard Schiff', 'Blair Underwood', 'Charles Martin Smith', 'Una Damon', 'Dougray Scott', 'Derek de Lint', 'Suzy Nakamura', 'Alimi Ballard', 'W. Earl Brown', 'Denise Crosby', 'Jason Dohring', 'Tucker Smallwood', ""Mike O'Malley"", 'Kurtwood Smith', 'Ron Eldard']",1998-05-08,"['Paramount Pictures', 'DreamWorks SKG', 'Zanuck/Brown Productions', 'Manhattan Project']",120.0,11.644633,75000000,140464664.0,5.9,870.0,/nbF4Tuj4OY8btrjoOHtk64hkKbJ.jpg
354,929,Godzilla,"['Science Fiction', 'Action', 'Thriller']","['secret', 'atomic bomb', 'intelligence', 'missile', 'destroy', 'boat accident', 'flowerpot', 'atomic bomb test', 'u.s. army', 'egg', 'godzilla', 'pregnancy', 'kaiju', 'animal horror']","When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",['Roland Emmerich'],"['Matthew Broderick', 'Jean Reno', 'Maria Pitillo', 'Hank Azaria', 'Kevin Dunn', 'Michael Lerner', 'Harry Shearer', 'Arabella Field', 'Vicki Lewis', 'Doug Savant', 'Malcolm Danare', 'Lorry Goldman', 'Christian Aubert', 'Philippe Bergeron', 'Frank Bruynbroek', 'Francois Giroday', 'Nicholas J. Giangiulio', 'Robert Lesser', 'Ralph Manza', 'Greg Callahan', 'Chris Ellis', 'Nancy Cartwright', 'Richard Gant', 'Jack Moore', 'Steve Giannelli', 'Brian Farabaugh', 'Stephen Xavier Lee', 'Bodhi Elfman', 'Rich Grosso', 'Lloyd Kino', 'Toshi Toda', 'Clyde Kusatsu', 'Masaya Kato', 'Lola Pashalinski', 'Rob Fukuzaki']",1998-05-20,"['TriStar Pictures', 'Centropolis Film Productions', 'Toho Company', 'Independent Pictures (II)', 'Fried Films']",139.0,11.295121,130000000,379014294.0,5.3,1075.0,/5axr56XqJH2xqkzI4j5sjzgV1Hu.jpg
355,1878,Fear and Loathing in Las Vegas,"['Adventure', 'Drama', 'Comedy']","['gonzo journalist', 'sweaty face', 'fake identity', 'wedding chapel', 'grapefruit', 'cadillac convertible', 'gibberish', 'corvette stingray', 'police convention']","The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",['Terry Gilliam'],"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire', 'Christina Ricci', 'Ellen Barkin', 'Gary Busey', 'Cameron Diaz', 'Mark Harmon', 'Katherine Helmond', 'Michael Jeter', 'Penn Jillette', 'Craig Bierko', 'Lyle Lovett', 'Laraine Newman', 'Harry Dean Stanton', 'Tim Thomerson', 'Flea', 'Christopher Meloni', 'Troy Evans', 'Debbie Reynolds', 'Jenette Goldstein', 'Verne Troyer', 'Gregory Itzin', 'Buck Holland', 'Richard Riehle', 'Mary Gillis', 'Elenn Barkin', 'Hunter S. Thompson']",1998-05-22,"['Universal Pictures', 'Summit Entertainment', 'Rhino Films', 'Fear and Loathing LLC', 'Shark Productions']",118.0,9.220346,18500000,10680275.0,7.2,1321.0,/u9ffgobMADj6GCafeImbov566j9.jpg
356,1965,A Perfect Murder,"['Crime', 'Thriller', 'Drama']","['jealousy', 'blackmail', 'artist', 'planned murder', 'extramarital affair']","Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",['Andrew Davis'],"['Michael Douglas', 'Gwyneth Paltrow', 'Viggo Mortensen', 'Sarita Choudhury', 'Constance Towers', 'David Suchet', 'Will Lyman', 'Maeve McGuire', 'Michael P. Moran', 'Novella Nelson', 'Christian Chase']",1998-06-05,"['Kopelson Entertainment', 'Warner Bros.']",107.0,9.430812,60000000,128038368.0,6.3,320.0,/3qVJPM6tYilp3x3ckSBb3l4NyzE.jpg
